title,lyrics
Cielo Rojo,"Sólo sin tu cariño
Voy caminando, voy caminando
Y no sé que hacer
Ni el cielo me contesta
Cuando pregunto por tí mi bien

No he podido olvidarte
Desde la noche, desde la noche
En que te perdí
Sombras de duda y celos
Sólo me envuelven pensando en ti

Deja que yo te busque
Y si te encuentro, y si te encuentro
Vuelve otra vez
Olvida lo pasado
Ya no te acuerdes de aquel ayer

Olvida lo pasado
Ya no te acuerdes de aquel ayer

Mientras yo estoy dormido
Sueño que vamos los dos muy juntos
A un cielo azul
Pero cuando despierto
El cielo es rojo, me faltas tú

Aunque yo sea culpable
De aquella triste, de aquella triste
Separación
Vuelve por Dios tus ojos
Vuelve a quererme, vuelve mi amor

Deja que yo te busque"
Como Duele,"Si alguna vez
jugue al amor en esta vida
Sin quererlo sin Pensarlo

Si en ese tiempo
de mis años inconscientes
quedo un alguien lastimado

Ya lo he pagado
Ya esta saldado
con cada beso y el amor
que te estoy dando

Si de repente
por ahi mire una flor
y me dio por arrancarla

Si hubo un amor que sin reservas me dio todo
y lo di por ignorado

Ya esta saldado
Lo estoy pagando
con cada vez que te acomodo entre mis brazos

Y es contigo con quien duermo

**CORO**
Y me duele la raiz de mis entrañas
que un beso antes que yo alguien te daba
Me calcino de pensarlo
si podre al fin superarlo

Como duele
que la luna no te la haya yo enseñado
que volaste hacia una estrella de otra mano
y si yo me he equivocado
Por mi Dios que esta saldado
desde el dia en que te tuve y que te ame

Como duele
**CORO**"
Cómo Es Posible Que a Mi Lado,"¡Cómo es posible, hey!

Mi corazón
No está bien
Siente el dolor
Fuiste infiel yo no sé

Porque te has ido tú con él
Dejando todo al olvido

Cómo es posible que a mi lado (A mi lado)
Has encontrado otro querer
Y yo muy triste me he quedado
Pensando solo en el ayer

Cómo entender tu traición
Cómo explicar la razón, el por qué
Yo que te di mi corazón
Y tú lo has destrozado

Cómo es posible que a mi lado (A mi lado)
Has encontrado otro querer
Y yo muy triste me he quedado
Pensando solo en el ayer
Cómo es posible que a mi lado (A mi lado)
Has encontrado otro querer
Y yo muy triste me he quedado
Pensando solo en el ayer

No me busques
No me llames
Aunque insistas
Ya es muy tarde
No me pidas que regrese a tu lado
No puedo volver, ¡no, no, no, no!

Cómo es posible que a mi lado (A mi lado)
Has encontrado otro querer
Y yo muy triste me he quedado
Pensando solo en el ayer
Cómo es posible que a mi lado (A mi lado)
Has encontrado otro querer
Y yo muy triste me he quedado
Pensando solo en el ayer, hey, hey, hey

No me busques
No me llames
Aunque insistas
Ya es muy tarde
No me pidas
Que regrese a tu lado
¡No puedo volver, yeh, yeh!
No me busques
No me llames
Aunque insistas
Ya es muy tarde
No me pidas
Que regrese a tu lado
¡No puedo volver, yeh, yeh!
No me busques
No me llames
Aunque insistas
Ya es muy tarde
No me pidas
Que regrese a tu lado
¡No puedo volver, yeh, yeh!"
Como Fue,"Cómo fué?
No sé decirte cómo fué,
No sé explicarte que pasó
Pero de tí me enamoré.

Fué una luz
Que iluminó todo mi ser,
Tu risa como un manantial,
Llenó mi vida de inquietud.

Fueron tus ojos o tu boca?
Fueron tus labios o tu voz?
Fué a lo mejor la impaciéncia
de tanto esperar tu llegada.

Más no sé,
No sé decirte cómo fué,
No sé explicarme que pasó,
Pero de tí me enamoré."
Cómo Yo Te Amé,"Cómo yo te amé
Jamás te lo podrás imaginar
Pues fue una hermosa forma de sentir
De vivir, de morir
Y a tu sombra seguir
Así yo te amé

Cómo yo te amé
Ni en sueños lo podrás imaginar
Pues todo el tiempo te pertenecí
Ilusión no sentí
Que no fuera por ti
Así es cómo te amé

Cómo yo te amé
Por poco o mucho tiempo que me quede por vivir
Es verbo que jamás podré volver a repetir
Comprendo que fue una exageración
Lo que yo te amé

Cómo yo te amé
No creo que algún día
Me lo quieras entender
Tendrías que enamorarte como lo hice yo de ti
Para así saber
Cuánto yo te amé"
Cómo?,"¿Cómo imaginar que la vida sigue igual?
¿Cómo si tus pasos ya no cruzan el portal?
¿Cómo pretender esta realidad?
¿Cómo si hasta ayer brillaba el cielo en tu mirar?

¿Cómo consolar a la rosa y al jasmín?
¿Cómo si tu risa ya no se oye en el jardín?
¿Cómo he de mentirles que mañana volverás?
¿Cómo despertar si tú no estás?

¿Cómo imaginar que la vida sigue igual?
¿Cómo si tus pasos ya no cruzan el portal?
¿Cómo pretender esta realidad?
¿Cómo si hasta ayer brillaba el cielo en tu mirar?

¿Cómo consolar a la rosa y al jasmín?
¿Cómo si tu risa ya no se oye en el jardín?
¿Cómo he de mentirles que mañana volverás?
¿Cómo despertar si tú no estás?"
Cómplices,"Eres tú en el delirio en la pasión
Mi aliada en fantasías
Erotismo sin medida que supera la razón

Eres tú en el delirio en la pasión
La respuesta enloquecida
Que supera siempre a mi imaginación

Inventamos maquinamos
Situaciones no estrenadas
Provocamos con palabras
Nuestro fuego abrasador

Tú y yo somos cómplices en el amor
Lo que quieres tú lo quiero yo
Lo que nadie nunca se imaginaría
Las locuras más divinas

Tú y yo somos cómplices en el amor
Lo que piensas tú lo pienso yo
Lo que sientes tu, es lo que siento yo
Y es por eso que morimos abrazados en un beso
Nadie sabe lo bonito que es amarnos tú y yo

Eres tú en el delirio en la pasión
La respuesta enloquecida
Que supera siempre a mi imaginación

Inventamos maquinamos
Situaciones no estrenadas
Provocamos con palabras
Nuestro fuego abrasador

Tú y yo somos cómplices en el amor
Lo que quieres tú lo quiero yo
Lo que nadie nunca se imaginaría
Las locuras más divinas

Tú y yo somos cómplices en el amor
Lo que piensas tú lo pienso yo
Lo que sientes tú, es lo que siento yo
Y es por eso que morimos abrazados en un beso
Nadie sabe lo bonito que es amarnos tú y yo"
Con Tus Besos,"Qué puedo hacer
Si el verte me hace enloquecer
Es verdad
Anhelo beber de tu miel

Acércate
Empápame con tu querer
Ámame
Impregna tu esencia en mi piel

Con tus besos, con tu cuerpo
Tu mirada al despertar
El rocío de tu pecho
Es como beber de un manantial

Olvidate del tiempo
Y sólo entrégate
Hoy será la noche que siempre soñe
Atrévete
Y dame sólo un beso más
Cúbreme con el velo de tu desnudez

Con tus besos, con tu cuerpo
Tu mirada al despertar
El rocío de tu pecho
Es como beber de un manantial

Sólo en ti
Y en tus besos quisiera por siempre vivir
Llévame a tu lado
Al lugar donde soy feliz

Con tus besos, con tu cuerpo
Tu mirada al despertar
El rocío de tu pecho
Es como beber de un manantial..."
Contigo (Estar contigo),"Contigo
Veo el sol que llena toda mi ventana
y no quiero despertarte aún
me gusta contemplar tu desnudez

Contigo
he colmado de caricias hoy mi cama
aún hay huellas de pasión, sin calma
que domina mis sentidos y me ata a ti,
por siempre

Estar contigo
es tomarte de la mano sin palabras
nuestro amor también existe en el silencio
lo sentimos al mirarnos tú y yo

Estar contigo
es llenar cada minuto con mis besos
es vestir mis sentimientos de deseos
es amarte día a día más y más

Contigo
ya la noche va cubriendo 
nuestros cuerpos
aún estamos piel con piel, unidos
y asi siempre estaré, contigo"
Contigo Aprendí / Voy a Apagar La Luz,"Voy a apagar la luz para pensar en ti
Y así dejar volar a mi imaginación
Ahí donde todo lo puedo donde no hay imposibles
Qué importa vivir de ilusiones si así soy feliz

¿Cómo te abrazaré, cuánto te besaré?
Mis más ardientes anhelos en ti realizaré
Te morderé los labios, me llenaré de ti
Y por eso voy a apagar la luz
Para pensar en ti

Contigo aprendí
Que existen nuevas y mejores emociones
Contigo aprendí
A conocer un mundo nuevo de ilusiones

Aprendí que la semana tiene más de siete días
Hacer mayores mis contadas alegrías
Y a ser dichoso, yo contigo lo aprendí

Contigo aprendí
A ver la luz del otro lado de la luna
Contigo aprendí
Que tú presencia no la cambio por ninguna

Aprendí que puede un beso ser más dulce y más profundo
Que puedo irme mañana mismo de este mundo
Las cosas buenas ya contigo las viví
Y contigo aprendí
Que yo nací el día en que te conocí"
Contigo En La Distancia,"No existe un momento del día
En que pueda apartarme de ti
El mundo parece distinto
Cuando no estás junto a mí

No hay bella melodía
En que no surjas tú
Ni yo quiero escucharla
Si no la escuchas tú

Es que te has convertido
En parte de mi alma
Ya nada me consuela
Si no estás tú también

Más allá de tus labios
Del Sol y las estrellas
Contigo en la distancia
Amada mía, estoy

En parte de mi alma
Ya nada me consuela
Si no estás tú también

Más allá de tus labios
Del Sol y las estrellas
Contigo en la distancia
Amada mía, estoy"
Cruz de Olvido,"Con el atardecer
Me iré de ti
Me iré sin ti
Me alejare de aqui
Con un dolor
Dentro de mi 

Te juro corazón
Que no es falta de amor,
Pero es mejor así
Un día comprenderás
Que lo hice por tu bien
Que todo fue por ti. 

La barca en que me iré
Lleva una cruz de olvido;
Lleva una cruz de amor
Y en esa cruz sin ti
Me moriré de hastío. 

Culpable no he de ser
De que por mí puedas llorar,
Mejor sera partir
Prefiero así que hacerte mal.

Yo sé que sufriré
Mi nave cruzará un mar de soledad,
Adiós, adiós mi amor
Recuerda que te amé
Que siempre te he de amar."
Cuando Calienta El Sol,"Cuando calienta el Sol aquí en la playa
Siento tu cuerpo vibrar cerca de mí
Es tu palpitar
Es tu cara
Es tu pelo
Son tus besos
Me estremezco, oh, oh, oh!

Cuando calienta el Sol aquí en la playa
Siento tu cuerpo vibrar cerca de mi
Es tu palpitar
Tu recuerdo
Mi locura
Mi delirio
Me estremezco, oh oh oh!

Cuando calienta el Sol

Cuando calienta el Sol
Cuando calienta el Sol
Cuando calienta el Sol oh!

Aquí en la playa
Cerca de mí
Es tu palpitar
Es tu cara
Es tu pelo
Son tus besos
Me estremezco, oh, oh, oh!

Cuando calienta el Sol aquí en la playa
Siento tu cuerpo vibrar cerca de mi
Es tu palpitar
Tu recuerdo (tu recuerdo)
Mi locura (mi locura)
Mi delirio (mi delirio)
Me estremezco (me estremezco), oh oh oh!

Cuando calienta el Sol
Cuando calienta el Sol
Cuando calienta el Sol
Cuando calienta el Sol oh!

Cuando calienta el Sol oooh
Cuando calienta el Sol
Cuando calienta el Sol
Cuando calienta el Sol oh!

Cuando calienta el Sol
Cuando calienta el Sol
Cuando calienta el Sol

Cuando calienta el Sol
Cuando calienta el Sol
Cuando calienta el Sol
Cuando calienta el Sol oh!
Cuando calienta el Sol

Cuando calienta el Sol
Cuando calienta el Sol
Cuando calienta el Sol oh!
Cuando calienta el Sol, cuando oh, oh oh, oh"
Cuando Vuelva A Tu Lado,"Cuando vuelva a tu lado
No me niegues tus besos
Que el amor que te he dado
No podrás olvidar
No me preguntes nada

Que nada he de explicarte
Que el beso que negaste
Ya no lo puedes dar
Cuando vuelva a tu lado
Y esté solo contigo
Las cosas que te digo
No repitas jamás, por compasión

Une tu labio al mío
Y estréchame en tus brazos
Y cuenta los latidos
De nuestro corazón"
Cuestión de Piel,"Cuestión de piel
Cuestión de amor
Un latigazo que te va de lado a lado

Cuestión de piel
De corazón
Que va latiendo nuevamente acompasado

Suave suave como una nube
Sube sube a tu nivel

Cuestión de piel
Cuestión de dos
Y de los dos niguno sabe qué pasó

Cuestión de piel
Sin más ni más
Completamente bis a bis compenetrados

Suave suave como una nube
Sube sube a tu nivel

Amor
Es un impulso que va bien 
O va mal
El que manda es el
Es cuestión de piel
Amor
Todo es posible si te dejas
Llevar
Porque siente igual que tu sientes

Cuestión de piel
Sentimental
Es un impulso que te deja alucinado

Cuestión de piel tal para
Cual
Es el destino para dos predestinados

Suave suave como una nube
Sube sube a tu nivel"
Culpable o No (Miénteme Como Siempre),"Precisamente ahora que tú ya te has ido
Me han dicho que has estado engañándome
¿Por qué de pronto tienes tantos enemigos?
¿Por qué tengo que andar disculpándote?

Si ellos están mintiendo, por favor, defiéndete
Yo sé que no lo harás, pues dicen la verdad
Es una pena, siempre seguirás doliéndome
Y culpable o no
¿Qué le puedo hacer ya?

Miénteme como siempre
Por favor, miénteme
Necesito creerte
Convénceme

Miénteme con un beso
Que parezca de amor
Necesito quererte
Culpable o no

No tengo ya derecho a reprocharte nada
Pues nada queda ya de ti, de mí, de ayer
Qué pena, nuestra historia pudo ser fantástica
Y ahora dime, mi amor
¿Quién te va a defender?

Miénteme como siempre
Por favor, miénteme
Necesito creerte
Convénceme

Miénteme con un beso
Que parezca de amor
Necesito quererte
Culpable o no

Miénteme como siempre
Por favor, miénteme
Necesito creerte
Convénceme

Miénteme con un beso
Que parezca de amor
Necesito quererte
Culpable o no"
Dame,"Dame agua, dame vida
Ya no quiero estar dormido
Dame alguna seña
Que me acerque más a ti
Dame el árbol de tu vida
Que me cure las heridas
Y que vuelva a sonreír

Dame cielo, dame fuego
Dame todos tus sentidos
Ábreme las puertas
Ya no quiero estar aquí
Dame la llave de tus sueños
Que tu amor ya tiene dueño
Y te quiere hacer feliz

Dame alguna prueba de amor
Que calme el dolor
Que queden para siempre
Mis besos vibrando en tu cuerpo
Dame alguna prueba de amor
Que calme el dolor
Que quede nuestra historia de amor
A través de los tiempos
No me digas que no, que no vas a venir
Que yo te quiero hacer feliz

Dame tu presencia
Dame tu naturaleza
Dame alguna clave
Que me acerque más a ti
Dame un mapa de tu cuerpo
Dame todos tus secretos
Que yo te quiero hacer feliz

Dame alguna prueba de amor
Que calme el dolor
Que queden para siempre
Mis besos vibrando en tu cuerpo
Dame alguna prueba de amor
Que calme el dolor
Que quede nuestra historia de amor
A través de los tiempos
No me digas que no, que no vas a venir
Que yo te quiero hacer feliz

Dame señas de tu amor
Dale un rumbo a mi emoción
Para hallar el camino de tu corazón
Dame amor

Dame alguna prueba de amor
Que calme el dolor
Que queden para siempre
Mis besos vibrando en tu cuerpo
Dame alguna prueba de amor
Que calme el dolor
Que quede nuestra historia de amor
A través de los tiempos
No me digas que no, que no vas a venir
Que yo te quiero hacer feliz

Dame alguna prueba de amor
Que calme el dolor
Que queden para siempre
Mis besos vibrando en tu cuerpo
Dame alguna prueba de amor
Que calme el dolor
Que quede nuestra historia de amor
A través de los tiempos
No me digas que no, que no vas a venir
Que yo te quiero hacer feliz

Ven dame amor
Que calme mi dolor
No me digas que no
Que no vas a venir
Que yo te quiero hacer feliz"
Dame Tu Amor,"Al sentir tu calor
Abrazandome
Me cego un resplandor
Descubriendote
En un sentimiento bello y total
La pasión en la piel
Una fuerte atraccion
Devorandonos
Atame al corazón
De tu corazón
Y en un beso terno amarte mujer
Una vez y otra vez
(Dame tu amor)
Quisiera fundirme en tu piel
(Si me das todo tu amor)
Podría llegar hasta el cielo
(Dame tu amor)
Solo dame tu amor
Dame más ganas de vivir
(Dame tu amor)
Quisiera fundirme en tu piel
(Si me das todo tu amor)
Podría llegar hasta el cielo
(Dame tu amor)
(Dame tu amor)
Solo dame tu amor
Dame más ganas de vivir
Una fuerte atraccion
Devorandonos
Atame al corazón
De tu corazón
Y en un beso terno amarte mujer
Una vez y otra vez
(Dame tu amor)
Quisiera fundirme en tu piel
(Si me das todo tu amor)
Podría llegar hasta el cielo
(Dame tu amor)
Solo dame tu amor
Dame más ganas de vivir
Ven quiero conocer
Tu cuerpo y los secretos
Que me encienden
Ven tú sabes bien
Que el amor pasa una vez
Tan de repente
Que una noche larga
No es bastante para
Dar lo que se siente
(Dame tu amor)
Quisiera fundirme en tu piel
(Si me das todo tu amor)
Podría llegar hasta el cielo
(Dame tu amor)
Solo dame tu amor
Dame más ganas de vivir
(Dame tu amor)
Quisiera fundirme en tu piel
(Si me das todo tu amor)
Podría llegar hasta el cielo
(Dame tu amor)
Solo dame tu amor
Dame más ganas de vivir"
De Nuevo Al Paraíso,"De nuevo al paraíso, de nuevo al paraíso
De nuevo al paraíso
De nuevo el Sol, la luz de libertad
La bella realidad sin frenos ni espejismos
De nuevo yo atado solo a mí
Volviendo a ser feliz
Al borde del abismo

De nuevo al paraíso
De nuevo al paraíso
De nuevo al paraíso
De nuevo al paraíso
De nuevo al paraíso sin ti
Volver a sondear mil corazones
Vivir a mi manera cualquier noche
Sentir la cercanía de unos labios
Y cantar como ayer
Y viajar por esos labios por primera vez
Y viajar por esos labios por primera vez

De nuevo el Sol, la luz de libertad
La bella realidad sin frenos ni espejismos
De nuevo yo atado solo a mí
Volviendo a ser feliz
Al borde del abismo

De nuevo al paraíso
De nuevo al paraíso
De nuevo al paraíso
De nuevo al paraíso sin ti

Quemar lo mucho que me da la vida
Amores que se usan y se tiran
Sentir pegado a mí un cuerpo nuevo
Y bailar como ayer

Y viajar por esos labios por primera vez
Y viajar por esos labios por primera vez
De nuevo al paraíso
De nuevo al paraíso
De nuevo al paraíso
De nuevo al paraíso
De nuevo al paraíso sin ti"
De Que Manera te Olvido,"Veras que no he cambiado
Que estoy enamorado
Tal vez igual que ayer

Quizas te comentaron
Que a solas me miraron
Llorando tu querer

Y no me da verguenza
Que aun con la experiencia
Que la vida me dio

A tu amor yo me aferro
Y aunque ya no te tengo
No te puedo olvidar

A tu amor yo me aferro
Y aunque ya no te tengo
No te puedo olvidar

De que manera te olvido
De que manera yo entierro
Este carino maldito
Que a diario atormenta a mi corazón

De que manera te olvido
Si te miro en cualquier gente y tu
Y tu no quieres ni verme
Porque te conviene callar nuestro amor

De que manera te olvido
De que manera yo entierro
Este carino maldito
Que a diario atormenta a mi corazón

De que manera te olvido
Si te miro en cualquier gente y tu
Y tu no quieres ni verme
Porque te conviene callar nuestro amor"
De Quererte Así (De T'Avoir Aimee),"De quererte así hasta enloquecer
De rogar por ti de llorar por ti
Sin poder dormir sin poder comer
Qué me quedará de quererte así

De quererte así con mi alma y mi voz
Hasta olvidar el nombre de dios
Para no nombrar más que el de mi amor
Que me quedará de quererte así

Tan sólo mi voz que se apagará
Tan sólo mi amor triste y sin color
Tan sólo mi piel sin sabor a miel
Y mi gran temor
De querete aún más y más
Al morir

De quererte así con un gran dolor
Hasta destrozar este corazón
Sin poder gritar, sin tener razón
Qué me quedará de quererte así
Tan sólo un amor que sufre por ti
Que muere por ti"
De Quién Es Usted?,"De quién es usted
A quién ama usted
O a quién pertenece usted

Quién prende esa luz de sus ojos
Propicia esa hermosa sonrisa
Quién suele anidar en los brazos de usted
Simplemente vive con usted

De quién es usted
A quién besa usted
Cuando hace el amor usted
Quien busca el momento preciso
Que usted necesita de un beso
Se adueña de todo lo suyo
Mientras yo no puedo conquistarla a usted

De quién es usted
Por qué le permite que ande sola usted
Quién es dueño de toda usted
Si acaso es consiente de como y tan bella es usted

De quién es usted
Quien la enciende a usted
Con quién duerme usted
Que no se imagina lo mucho y lo
Tanto que yo la amo a usted

De quién es usted
De quién es usted"
